,Text,Labelled_topic
4093,"While I don't like this as well as Rose's Lime Marmalade, and can't help wondering why the ""Lemon Lime"" actually looks greener than the straight ""Lime,"" it still makes a tasty spread.",5
4100,this is my favorite lipton tea sadly all the stores in my town have stopped selling it so I have resorted to buying it at Amazon lets pray they don't stop offering it.,5
4113,"I'm no coffee snob but this is still much better than crap you get a Starbucks (I drink black coffee so flavor really matters when its not covered by caramel and other junk). Great coffee for a great price, especially if you get it when Amazon is offering the $3 off coupon.",5
4123,"This syrup is a graet value!  The bigger more expensive coffee shops use this same syrup to flavor their coffee drinks, with ""additional"" expense to the consumer.  Bottles are plastic instead of glass for easier shipping to consumer.  Have these auto shipped to my home every three months.",5
4131,"A very delicate green tea with a smooth light taste and an subtle floral tones and no bitter aftertaste.  In the 20+ years we have been drinking Ahmad teas not even once have we been disappointed. The superb quality of Ahmad teas has remained consistent throughout the years.  I am so happy to find Ahmad teas available here (thanks Amazon!) because only a few stores carry it in my area and they are quite a few miles away. The current deal for the pack of 6 is superb (much cheaper than I can find locally).  This is a great tasting tea, which I am happy to recommend.",5
4138,"So often in the movies, when something upsetting happens, the first thing offered is a cup of tea.  There's just something soothing about it.  I'm no connoisseur, but I decided to branch out and try something a little exotic.  I'm glad I did, as this tea is really nice.  I like mine with a little honey and milk.  So good!",5
4140,"great taste, greater tasting, greats tastes, greating tasteeses, greate tastee, greatr taster, greatt tastet, greaty tastey, greati tastei, greatm tastem",5
4146,"I've never been a coffee drinker so I've always ignored Keurig machines. I got these since my office has a machine and really enjoy it. The tea tastes perfectly brewed. If you like English tea and have access to a Keurig, this is worth the purchase price.",5
4147,"I thought these would be the perfect answer. Sadly, I guess the pressure with which my Keurig machine shoots the water through the k-cup is too much for the disposa cup, because every single time I tried it, coffee grounds were spewed up through the tiny hole in the lid of the disposa cup all over the inside of where the k-cup sits in my keurig. And yes, I used them properly.  So the issue, at least in my Keurig machine, seems to be with the lids. Some have suggested its a design flaw with the Keurig machine. In either case, these disposa cups were NOT the answer for me.  Biggest waste of money ever. I cannot recommend.",5
4149,This coffee is only mediocre in quality. I do not like a highly acidic coffee nor do I like it when the coffee outdates within 6 weeks of the order date. The only reason I am not more dissatified with this lousy coffee is that I paid very little for it by using a credit I had at amazon payments. I do not recommend this coffee.,5
4151,This Wolfgang Puck Coffee Jamaica Me Crazy is the worst coffee I've ever had! I threw it out right away after one sip! It taste like all coconut flavoring. Hard to believe someone thought this taste good and was marketable. They should be fired!,5
4158,"Have been using this bean to make the morning mocha's for about 6 months, its a good quality bean.  Makes a nice dark flavorful espresso with good crema. Highly recommended.",5
4159,I tried vanilla cake mix and pizza crust mix and was disappoined in both.  They had a medicinal bitter taste and even smelled strange.  I threw both items away.,5
4161,"this brand has always amazed people with their coffee flavors, and the vermont country blend is just one of them, my husband and i tried it for the 1st time and we loved it....",5
4164,"This is a great stand-in when you can't make it out to Starbucks.  Love having an instant version at home.  Love, love, love it.",5
4166,"I thought this was a Jamaican blend or roast, but turns out it's simply a heavily flavored coffee.  The flavor tastes artificial - like fake maple syrup flavoring.  We have three coffee drinkers in our house and none of us could get past the first few sips.  Now I have to find a home for the rest of it so it doesn't go to waste.",5
4167,This tea is very tasty. It doesn't have the unappealing fresh paint smell that some other Thai tea mixes have. I'm very pleased with it. I agree with the other reviewer that the price is high for shipping. In my area I could not find it in the Asian stores so I have to order it. For three bags the shipping was just $1.50 more than the shipping for one bag so I bought three to offset the shipping cost. I also agree with one of the other reviewers that the tea should be brewed very strongly then add water or milk to it later. I love the tea hot or cold with or without cream. The lovely orange color shows up better when you use cream or milk and the color is part of the charm of the drink.,5
